order_id,order_date,amount,product_id
ORD101471,2023-09-10,27.23,1
ORD101472,2024-03-31,10.03,44
ORD101473,2024-11-27,66.15,13
ORD101474,2023-05-23,119.3,30
ORD101475,2023-01-21,385.26,43
ORD101476,2024-10-09,270.87,8
ORD101477,2023-06-16,271.33,43
ORD101478,2024-12-25,77.64,28
ORD101479,2024-08-30,16.61,1
ORD101480,2023-01-03,72.53,1
ORD101481,2023-10-28,19.9,31
ORD101482,2023-03-16,104.43,27
ORD101483,2023-08-25,90.8,13
ORD101484,2023-08-01,93.78,39
ORD101485,2024-02-07,58.96,14
ORD101486,2024-07-07,65.18,17
ORD101487,2024-11-05,80.3,18
ORD101488,2024-10-22,28.48,19
ORD101489,2023-07-06,27.7,5
ORD101490,2024-09-29,64.58,46
ORD101491,2024-12-12,59.44,29
ORD101492,2024-07-10,17.93,1
ORD101493,2023-02-06,157.64,22
ORD101494,2024-02-22,12.79,23
ORD101495,2024-12-16,19.59,44
ORD101496,2023-01-31,83.26,2
ORD101497,2024-04-18,47.52,49
ORD101498,2023-01-29,70.96,16
ORD101499,2023-02-14,32.95,19
ORD101500,2024-12-26,11.92,10
ORD101501,2024-12-31,13.95,1
ORD101502,2023-04-06,19.36,43
ORD101503,2024-09-29,106.87,24
ORD101504,2023-04-12,84.19,36
ORD101505,2023-09-22,37.93,44
ORD101506,2023-02-26,31.81,18
ORD101507,2024-07-28,136.33,27
ORD101508,2024-09-10,32.7,21
ORD101509,2024-08-24,96.73,14
ORD101510,2023-08-05,197.86,15
ORD101511,2024-04-18,117.79,14
ORD101512,2024-09-27,277.03,38
ORD101513,2024-01-03,239.88,36
ORD101514,2024-02-19,172.28,42
ORD101515,2024-04-12,132.66,24
ORD101516,2024-11-01,108.11,12
ORD101517,2024-01-10,53.26,15
ORD101518,2023-12-27,22.51,4
ORD101519,2024-01-29,158.43,26
ORD101520,2024-05-02,44.33,15
ORD101521,2023-10-06,29.2,13
ORD101522,2023-08-15,37.93,37
ORD101523,2023-08-20,77.34,7
ORD101524,2024-06-18,137.68,48
ORD101525,2023-05-03,29.81,38
ORD101526,2023-11-06,46.68,47
ORD101527,2023-08-05,28.31,15
ORD101528,2023-07-21,132.95,30
ORD101529,2024-10-22,27.2,1
ORD101530,2024-04-26,66.2,50
ORD101531,2024-04-13,44.71,48
ORD101532,2024-07-23,19.26,1
ORD101533,2023-08-15,22.92,2
ORD101534,2023-01-19,15.61,9
ORD101535,2023-10-30,32.15,33
ORD101536,2024-07-07,52.84,24
ORD101537,2024-10-15,49.04,32
ORD101538,2024-12-19,58.82,19
ORD101539,2023-04-30,314.98,10
ORD101540,2024-04-26,189.77,26
ORD101541,2024-05-27,21.14,33
ORD101542,2024-02-02,53.7,31
ORD101543,2023-07-03,321.95,27
ORD101544,2023-08-27,18.64,36
ORD101545,2024-06-14,52.45,43
ORD101546,2023-07-04,16.77,46
ORD101547,2023-11-16,186.47,3
ORD101548,2024-06-30,76.09,35
ORD101549,2023-02-17,62.3,42
ORD101550,2023-11-26,71.28,29
ORD101551,2024-02-28,82.91,3
ORD101552,2023-06-06,189.47,9
ORD101553,2024-04-24,14.31,10
ORD101554,2024-12-27,164.09,43
ORD101555,2024-11-16,115.08,11
ORD101556,2023-01-03,26.44,4
ORD101557,2023-04-01,187.64,27
ORD101558,2024-05-25,69.59,47
ORD101559,2024-04-04,14.78,28
ORD101560,2023-07-30,43.93,20
ORD101561,2023-11-18,32.16,43
ORD101562,2023-07-08,70.91,10
ORD101563,2023-12-14,40.0,17
ORD101564,2023-02-22,24.89,11
ORD101565,2023-02-19,78.28,7
ORD101566,2023-01-29,30.38,38
ORD101567,2024-09-11,111.45,13
ORD101568,2023-10-06,15.31,10
ORD101569,2023-01-01,99.49,47
ORD101570,2023-12-28,27.83,2
ORD101571,2023-01-15,93.87,50
ORD101572,2024-05-31,54.65,37
ORD101573,2023-02-12,86.63,48
ORD101574,2023-02-20,54.27,11
ORD101575,2024-01-25,59.97,42
ORD101576,2024-12-14,165.07,3
ORD101577,2023-12-18,158.83,45
ORD101578,2024-01-16,31.42,11
ORD101579,2023-06-25,10.27,2
ORD101580,2023-09-08,75.17,6
ORD101581,2024-04-02,28.34,48
ORD101582,2024-08-02,43.55,50
ORD101583,2023-11-09,70.97,36
ORD101584,2023-01-08,18.45,44
ORD101585,2024-01-11,60.48,16
ORD101586,2024-10-16,21.05,32
ORD101587,2024-01-29,14.16,24
ORD101588,2024-11-19,80.37,6
ORD101589,2023-03-31,12.37,25
ORD101590,2024-09-18,150.95,27
ORD101591,2024-10-11,11.61,40
ORD101592,2024-09-11,169.26,42
ORD101593,2024-04-04,126.64,33
ORD101594,2024-05-01,293.04,1
ORD101595,2024-08-22,18.67,49
ORD101596,2023-12-16,16.2,38
ORD101597,2024-09-28,13.82,29
ORD101598,2024-10-11,24.34,19
ORD101599,2024-07-03,30.02,28
ORD101600,2024-02-29,263.16,23
ORD101601,2023-03-01,89.26,30
ORD101602,2023-10-03,12.48,47
ORD101603,2024-12-24,112.31,27
ORD101604,2023-06-25,164.83,40
ORD101605,2023-06-16,61.86,6
ORD101606,2024-09-08,47.37,48
ORD101607,2023-10-05,160.16,19
ORD101608,2024-11-21,22.32,11
ORD101609,2024-12-20,79.31,10
ORD101610,2024-06-13,214.44,16
ORD101611,2024-10-14,40.5,12
ORD101612,2024-04-29,121.54,29
ORD101613,2023-03-23,27.27,11
ORD101614,2023-01-06,20.98,10
ORD101615,2024-05-14,28.75,17
ORD101616,2023-03-27,126.45,46
ORD101617,2023-06-28,26.24,35
ORD101618,2023-10-15,59.16,45
ORD101619,2024-04-22,97.51,11
ORD101620,2023-06-04,169.34,18
ORD101621,2024-10-06,84.43,16
ORD101622,2023-08-14,126.21,19
ORD101623,2023-04-06,114.26,22
ORD101624,2023-08-08,25.95,3
ORD101625,2024-07-03,23.15,35
ORD101626,2023-08-09,82.73,4
ORD101627,2023-06-15,51.88,2
ORD101628,2024-12-09,123.66,28
ORD101629,2024-02-17,59.54,35
ORD101630,2024-05-04,21.59,15
ORD101631,2024-01-11,99.96,35
ORD101632,2024-05-29,242.67,5
ORD101633,2023-07-04,32.32,9
ORD101634,2023-04-17,54.08,35
ORD101635,2024-10-14,164.77,13
ORD101636,2023-04-10,16.2,39
ORD101637,2023-10-02,39.25,34
ORD101638,2023-09-13,20.27,25
ORD101639,2023-03-27,42.49,30
ORD101640,2023-12-24,342.62,12
ORD101641,2024-09-07,195.84,15
ORD101642,2024-07-01,35.64,47
ORD101643,2023-09-04,48.25,39
ORD101644,2023-02-19,18.94,1
ORD101645,2023-12-31,57.52,33
ORD101646,2023-12-02,24.49,31
ORD101647,2024-07-28,77.44,5
ORD101648,2023-12-31,206.63,8
ORD101649,2023-04-13,35.8,13
ORD101650,2023-08-10,57.09,26
ORD101651,2024-05-24,194.75,21
ORD101652,2023-08-05,20.7,26
ORD101653,2023-07-16,44.49,40
ORD101654,2024-11-03,14.39,37
ORD101655,2024-03-29,45.01,7
ORD101656,2024-09-08,44.26,6
ORD101657,2024-10-08,260.21,26
ORD101658,2024-01-26,120.39,8
ORD101659,2023-12-16,61.47,18
ORD101660,2024-09-23,70.17,7
ORD101661,2023-06-09,199.67,14
ORD101662,2024-05-08,126.36,27
ORD101663,2024-10-14,183.0,40
ORD101664,2024-05-08,11.73,17
ORD101665,2023-06-27,32.3,43
ORD101666,2023-10-23,33.12,48
ORD101667,2024-05-19,70.93,4
ORD101668,2023-12-08,72.68,26
ORD101669,2023-05-06,45.65,45
ORD101670,2024-04-29,69.2,13
ORD101671,2023-06-23,46.11,7
ORD101672,2024-07-05,61.79,18
ORD101673,2023-07-04,91.99,47
ORD101674,2023-07-12,28.19,17
ORD101675,2023-04-23,60.27,46
ORD101676,2023-04-10,56.61,2
ORD101677,2024-04-22,51.73,35
ORD101678,2023-11-07,115.7,46
ORD101679,2024-07-07,55.72,12
ORD101680,2024-03-03,50.32,15
ORD101681,2024-07-28,144.8,8
ORD101682,2024-11-03,107.8,24
ORD101683,2023-01-27,37.73,50
ORD101684,2024-09-25,25.1,44
ORD101685,2024-08-25,40.91,26
ORD101686,2024-03-29,141.16,6
ORD101687,2024-05-11,121.08,7
ORD101688,2024-01-13,239.84,42
ORD101689,2024-11-13,111.48,5
ORD101690,2024-08-05,105.36,3
ORD101691,2023-09-21,114.93,37
ORD101692,2024-08-06,18.94,10
ORD101693,2023-05-01,16.34,25
ORD101694,2024-06-27,22.63,37
ORD101695,2024-02-07,120.48,5
ORD101696,2024-10-30,16.37,11
ORD101697,2024-05-03,88.75,20
ORD101698,2023-05-29,167.66,45
ORD101699,2023-06-01,19.09,39
ORD101700,2024-01-26,27.85,43
ORD101701,2023-08-02,54.63,2
ORD101702,2024-03-22,96.3,47
ORD101703,2023-04-08,92.03,6
ORD101704,2023-11-21,131.01,26
ORD101705,2024-08-11,36.27,41
ORD101706,2024-08-26,153.72,35
ORD101707,2024-03-25,36.85,23
ORD101708,2023-07-19,187.66,16
ORD101709,2023-10-12,240.09,48
ORD101710,2023-10-19,31.31,48
ORD101711,2023-04-12,188.12,30
ORD101712,2024-11-05,202.3,1
ORD101713,2024-08-21,120.6,29
ORD101714,2023-09-04,21.47,28
ORD101715,2024-09-06,26.62,44
ORD101716,2023-03-07,16.72,23
ORD101717,2023-08-27,19.97,32
ORD101718,2024-05-17,26.75,4
ORD101719,2023-12-28,43.47,5
ORD101720,2024-05-03,21.42,31
ORD101721,2023-03-09,27.98,17
ORD101722,2023-03-21,10.84,30
ORD101723,2023-09-08,116.87,18
ORD101724,2024-04-14,67.74,4
ORD101725,2023-05-03,76.39,21
ORD101726,2023-06-17,118.91,50
ORD101727,2023-01-20,51.68,46
ORD101728,2024-04-26,70.71,49
ORD101729,2023-09-11,16.77,2
ORD101730,2024-05-25,19.8,25
ORD101731,2023-01-21,54.51,28
ORD101732,2023-01-21,139.53,17
ORD101733,2023-11-01,134.27,30
ORD101734,2023-09-29,43.43,17
ORD101735,2024-10-28,225.66,25
ORD101736,2023-01-28,11.09,16
ORD101737,2023-03-24,12.63,14
ORD101738,2024-04-12,74.76,26
ORD101739,2024-03-08,161.56,14
ORD101740,2023-11-12,20.54,6
ORD101741,2023-07-19,26.83,9
ORD101742,2023-03-21,193.75,16
ORD101743,2023-10-01,152.2,41
ORD101744,2023-06-04,26.89,29
ORD101745,2024-08-15,88.02,26
ORD101746,2024-03-27,48.2,31
ORD101747,2024-12-14,57.99,18
ORD101748,2023-09-26,23.73,44
ORD101749,2023-11-18,65.05,2
ORD101750,2023-04-04,21.68,45
ORD101751,2024-09-13,42.34,9
ORD101752,2024-02-04,39.85,44
ORD101753,2024-08-11,56.78,12
ORD101754,2023-09-26,109.63,27
ORD101755,2023-09-05,213.82,34
ORD101756,2024-06-15,98.3,42
ORD101757,2023-01-21,14.03,36
ORD101758,2024-09-26,70.79,8
ORD101759,2024-05-03,18.72,44
ORD101760,2023-10-12,47.37,50
ORD101761,2023-03-07,253.45,21
ORD101762,2024-06-25,411.1,29
ORD101763,2023-04-08,67.43,20
ORD101764,2024-02-27,30.21,10
ORD101765,2023-12-04,10.78,34
ORD101766,2023-11-17,165.24,9
ORD101767,2024-10-31,172.62,12
ORD101768,2024-10-07,178.95,15
ORD101769,2024-07-28,61.66,3
ORD101770,2024-10-30,110.24,35
ORD101771,2023-02-22,123.5,23
ORD101772,2023-11-27,99.06,35
ORD101773,2023-07-28,26.98,37
ORD101774,2024-09-26,17.18,35
ORD101775,2023-09-30,53.25,13
ORD101776,2024-10-11,124.54,30
ORD101777,2023-07-13,127.18,11
ORD101778,2023-10-12,107.04,38
ORD101779,2023-01-28,98.39,10
ORD101780,2023-05-15,10.24,3
ORD101781,2024-11-09,47.49,11
ORD101782,2024-11-09,12.2,15
ORD101783,2023-02-08,127.86,48
ORD101784,2024-09-25,96.41,22
ORD101785,2024-08-20,33.57,31
ORD101786,2023-08-28,106.5,29
ORD101787,2024-04-23,34.88,47
ORD101788,2024-09-28,59.08,38
ORD101789,2024-03-27,64.6,5
ORD101790,2024-03-26,366.26,43
ORD101791,2024-12-08,43.42,40
ORD101792,2023-12-24,47.82,32
ORD101793,2023-09-23,222.87,23
ORD101794,2024-10-23,10.77,5
ORD101795,2023-04-28,32.43,25
ORD101796,2024-07-20,110.38,14
ORD101797,2023-12-23,126.0,5
ORD101798,2023-07-01,151.57,29
ORD101799,2023-01-18,164.69,26
ORD101800,2024-08-22,107.27,13
ORD101801,2024-04-25,174.91,2
ORD101802,2023-03-07,66.27,23
ORD101803,2023-03-16,46.17,41
ORD101804,2023-04-27,348.3,24
ORD101805,2024-04-30,52.08,20
ORD101806,2023-07-14,106.15,8
ORD101807,2024-06-20,28.66,10
ORD101808,2024-09-21,58.26,33
ORD101809,2023-11-25,15.0,9
ORD101810,2024-04-20,57.63,41
ORD101811,2023-11-26,38.51,43
ORD101812,2024-11-25,141.85,9
ORD101813,2024-11-12,67.98,40
ORD101814,2024-05-01,103.7,34
ORD101815,2023-06-20,17.5,38
ORD101816,2024-08-22,184.67,7
ORD101817,2023-09-30,11.09,14
ORD101818,2023-06-20,182.5,49
ORD101819,2024-08-31,277.59,42
ORD101820,2024-02-09,223.46,22
ORD101821,2023-11-05,113.96,21
ORD101822,2024-10-28,41.41,50
ORD101823,2023-12-04,19.84,26
ORD101824,2024-12-19,145.77,12
ORD101825,2024-05-05,87.59,44
ORD101826,2023-08-18,25.57,37
ORD101827,2024-12-20,68.77,44
ORD101828,2023-09-12,96.08,24
ORD101829,2023-06-20,12.49,26
ORD101830,2023-01-10,294.04,47
ORD101831,2024-01-30,45.01,46
ORD101832,2024-12-16,10.16,46
ORD101833,2024-06-22,28.38,40
ORD101834,2023-02-24,10.7,12
ORD101835,2023-01-05,85.01,22
ORD101836,2024-05-10,28.81,39
ORD101837,2023-10-22,18.8,10
ORD101838,2023-07-05,233.94,3
ORD101839,2024-05-21,20.6,49
ORD101840,2024-07-01,280.55,6
ORD101841,2024-12-13,43.79,19
ORD101842,2023-04-25,55.73,43
ORD101843,2023-08-07,22.32,43
ORD101844,2024-08-03,191.05,46
ORD101845,2024-07-15,59.75,32
ORD101846,2023-09-27,90.94,40
ORD101847,2023-09-13,26.39,2
ORD101848,2023-07-03,78.61,44
ORD101849,2024-06-26,166.78,8
ORD101850,2023-09-13,119.48,12
ORD101851,2024-02-03,92.16,50
ORD101852,2023-05-29,18.61,6
ORD101853,2024-09-15,25.17,43
ORD101854,2023-01-28,77.14,25
ORD101855,2024-11-04,39.3,11
ORD101856,2023-03-15,78.56,33
ORD101857,2024-10-29,35.88,16
ORD101858,2023-12-03,25.16,18
ORD101859,2023-11-13,64.02,23
ORD101860,2023-05-15,41.13,2
ORD101861,2023-06-19,19.02,41
ORD101862,2023-11-05,106.5,26
ORD101863,2024-11-03,99.24,11
ORD101864,2023-12-13,94.57,4
ORD101865,2024-04-29,33.22,13
ORD101866,2024-01-16,142.88,25
ORD101867,2023-03-30,30.01,9
ORD101868,2023-08-17,53.61,15
ORD101869,2023-03-01,52.14,32
ORD101870,2024-12-19,72.15,27
ORD101871,2023-10-16,74.78,35
ORD101872,2023-01-27,21.3,42
ORD101873,2023-04-16,12.97,3
ORD101874,2023-01-23,40.47,1
ORD101875,2023-11-08,13.64,29
ORD101876,2024-09-26,14.84,14
ORD101877,2024-06-19,18.05,49
ORD101878,2023-10-11,49.69,37
ORD101879,2024-11-16,12.18,40
ORD101880,2023-03-25,25.12,37
ORD101881,2024-11-07,116.85,47
ORD101882,2024-08-07,119.61,4
ORD101883,2023-10-22,180.48,48
ORD101884,2024-04-24,215.27,5
ORD101885,2023-05-22,15.38,16
ORD101886,2024-09-13,135.77,8
ORD101887,2023-03-06,74.65,11
ORD101888,2024-04-28,14.88,10
ORD101889,2023-05-03,48.76,38
ORD101890,2024-10-26,185.34,9
ORD101891,2024-10-21,69.1,3
ORD101892,2023-09-23,13.82,31
ORD101893,2023-01-01,20.87,16
ORD101894,2024-06-03,40.01,3
ORD101895,2023-10-29,388.1,23
ORD101896,2024-03-27,166.96,26
ORD101897,2024-06-22,40.82,46
ORD101898,2024-07-03,34.21,13
ORD101899,2023-10-08,85.37,34
ORD101900,2024-01-27,72.61,17
ORD101901,2024-06-12,67.8,18
ORD101902,2024-03-24,94.23,46
ORD101903,2023-02-18,25.47,21
ORD101904,2023-04-18,38.29,49
ORD101905,2024-04-22,107.43,30
ORD101906,2024-09-02,91.14,6
ORD101907,2024-12-04,12.99,27
ORD101908,2023-07-21,38.33,41
ORD101909,2024-02-28,23.57,35
ORD101910,2024-08-13,102.06,9
ORD101911,2024-03-08,21.47,6
ORD101912,2024-09-01,23.87,42
ORD101913,2023-11-25,28.17,39
ORD101914,2024-10-14,26.0,35
ORD101915,2023-11-27,54.0,9
ORD101916,2024-02-27,58.86,11
ORD101917,2023-10-17,79.83,7
ORD101918,2023-08-30,119.49,16
ORD101919,2023-12-29,48.32,16
ORD101920,2024-10-05,94.65,44
ORD101921,2023-06-29,136.17,36
ORD101922,2024-12-09,132.38,10
ORD101923,2024-05-01,96.35,15
ORD101924,2024-09-15,18.07,39
ORD101925,2024-07-05,69.37,25
ORD101926,2023-03-12,52.95,13
ORD101927,2023-01-15,23.35,40
ORD101928,2023-09-07,114.56,42
ORD101929,2023-12-05,47.52,43
ORD101930,2024-10-20,129.98,27
ORD101931,2023-01-03,138.82,7
ORD101932,2023-03-23,16.03,40
ORD101933,2024-11-07,12.55,6
ORD101934,2023-12-19,37.14,18
ORD101935,2023-04-17,13.65,38
ORD101936,2023-05-13,30.97,41
ORD101937,2023-08-20,60.12,43
ORD101938,2024-10-23,130.37,39
ORD101939,2023-07-15,134.66,17
ORD101940,2024-04-05,12.75,36
ORD101941,2023-04-08,20.12,18
ORD101942,2024-10-30,33.77,16
ORD101943,2023-08-05,43.23,23
ORD101944,2023-11-10,25.09,47
ORD101945,2024-07-29,53.85,38
ORD101946,2023-10-02,17.14,40
ORD101947,2023-09-01,11.24,32
ORD101948,2023-02-28,66.29,16
ORD101949,2024-02-18,18.31,15
ORD101950,2024-03-11,73.59,26
ORD101951,2024-09-10,112.76,25
ORD101952,2024-10-19,155.56,35
ORD101953,2023-12-14,33.05,45
ORD101954,2024-07-07,153.96,3
ORD101955,2024-04-10,88.04,9
ORD101956,2024-05-29,144.0,28
ORD101957,2024-04-16,136.2,47
ORD101958,2023-11-08,83.58,42
ORD101959,2023-08-21,24.01,23
ORD101960,2023-01-05,33.78,48
ORD101961,2023-12-05,146.3,14
ORD101962,2023-06-23,45.47,9
ORD101963,2023-07-01,53.64,25
ORD101964,2024-12-17,133.1,8
ORD101965,2023-10-30,127.56,13
ORD101966,2024-05-19,20.52,50
ORD101967,2024-03-11,45.77,15
ORD101968,2023-11-29,120.7,22
ORD101969,2024-11-21,45.97,42
ORD101970,2024-12-20,41.76,17
ORD101971,2023-06-26,162.43,12
ORD101972,2023-01-19,131.04,47
ORD101973,2024-03-19,34.34,13
ORD101974,2024-10-25,132.53,27
ORD101975,2023-06-01,277.27,37
ORD101976,2024-04-12,114.24,32
ORD101977,2023-05-09,25.48,44
ORD101978,2024-04-14,13.95,3
ORD101979,2024-02-08,244.33,22
ORD101980,2024-08-05,92.36,10
ORD101981,2024-03-12,133.94,21
ORD101982,2023-12-10,19.21,45
ORD101983,2023-07-23,177.93,6
ORD101984,2024-06-26,165.89,23
ORD101985,2023-09-17,107.01,25
ORD101986,2023-10-19,14.45,21
ORD101987,2023-11-17,141.9,13
ORD101988,2024-02-08,127.69,50
ORD101989,2023-06-17,63.75,10
ORD101990,2024-01-31,33.83,7
ORD101991,2024-04-15,254.18,13
ORD101992,2023-12-06,59.45,20
ORD101993,2023-04-16,12.11,2
ORD101994,2024-09-16,127.45,21
ORD101995,2023-08-17,27.88,34
ORD101996,2023-01-13,47.58,43
ORD101997,2023-07-11,10.82,5
ORD101998,2023-04-05,22.65,25
ORD101999,2024-12-19,44.07,40
